ID,n0,n1,n3,n4
2184,2238,2279,2280,2239
2185,2239,2280,2281,2240
2186,2240,2281,2282,2241
2187,2241,2282,2283,2242
2188,2242,2283,2284,2243
2189,2243,2284,2285,2244
2190,2244,2285,2286,2245
2191,2245,2286,2287,2246
2192,2246,2287,2288,2247
2193,2247,2288,2289,2248
2194,2248,2289,2290,2249
2195,2249,2290,2291,2250
2196,2250,2291,2292,2251
2197,2251,2292,2293,2252
2198,2252,2293,2294,2253
2199,2253,2294,2295,2254
2200,2255,2296,2297,2256
2201,2256,2297,2298,2257
2202,2257,2298,2299,2258
2203,2258,2299,2300,2259
2204,2259,2300,2301,2260
2205,2260,2301,2302,2261
2206,2261,2302,2303,2262
2207,2262,2303,2304,2263
2208,2263,2304,2305,2264
2209,2264,2305,2306,2265
2210,2265,2306,2307,2266
2211,2266,2307,2308,2267
2212,2267,2308,2309,2268
2213,2268,2309,2310,2269
2214,2269,2310,2311,2270
2215,2270,2311,2312,2271
2216,2271,2312,2313,2272
2217,2272,2313,2314,2273
2218,2273,2314,2315,2274
2219,2274,2315,2316,2275
2220,2275,2316,2317,2276
2221,2276,2317,2318,2277
2222,2277,2318,2319,2278
2223,2278,2319,2320,2279
2224,2279,2320,2321,2280
2225,2280,2321,2322,2281
2226,2281,2322,2323,2282
2227,2282,2323,2324,2283
2228,2283,2324,2325,2284
2229,2284,2325,2326,2285
2230,2285,2326,2327,2286
2231,2286,2327,2328,2287
2232,2287,2328,2329,2288
2233,2288,2329,2330,2289
2234,2289,2330,2331,2290
2235,2290,2331,2332,2291
2236,2291,2332,2333,2292
2237,2292,2333,2334,2293
2238,2293,2334,2335,2294
2239,2294,2335,2336,2295
2240,2296,2337,2338,2297
2241,2297,2338,2339,2298
2242,2298,2339,2340,2299
2243,2299,2340,2341,2300
2244,2300,2341,2342,2301
2245,2301,2342,2343,2302
2246,2302,2343,2344,2303
2247,2303,2344,2345,2304
2248,2304,2345,2346,2305
2249,2305,2346,2347,2306
2250,2306,2347,2348,2307
2251,2307,2348,2349,2308
2252,2308,2349,2350,2309
2253,2309,2350,2351,2310
2254,2310,2351,2352,2311
2255,2311,2352,2353,2312
2256,2312,2353,2354,2313
2257,2313,2354,2355,2314
2258,2314,2355,2356,2315
2259,2315,2356,2357,2316
2260,2316,2357,2358,2317
2261,2317,2358,2359,2318
2262,2318,2359,2360,2319
2263,2319,2360,2361,2320
2264,2320,2361,2362,2321
2265,2321,2362,2363,2322
2266,2322,2363,2364,2323
2267,2323,2364,2365,2324
2268,2324,2365,2366,2325
2269,2325,2366,2367,2326
2270,2326,2367,2368,2327
2271,2327,2368,2369,2328
2272,2328,2369,2370,2329
2273,2329,2370,2371,2330
2274,2330,2371,2372,2331
2275,2331,2372,2373,2332
2276,2332,2373,2374,2333
2277,2333,2374,2375,2334
2278,2334,2375,2376,2335
2279,2335,2376,2377,2336
2280,2337,2378,2379,2338
2281,2338,2379,2380,2339
2282,2339,2380,2381,2340
2283,2340,2381,2382,2341
2284,2341,2382,2383,2342
2285,2342,2383,2384,2343
2286,2343,2384,2385,2344
2287,2344,2385,2386,2345
2288,2345,2386,2387,2346
2289,2346,2387,2388,2347
2290,2347,2388,2389,2348
2291,2348,2389,2390,2349
2292,2349,2390,2391,2350
2293,2350,2391,2392,2351
2294,2351,2392,2393,2352
2295,2352,2393,2394,2353
2296,2353,2394,2395,2354
2297,2354,2395,2396,2355
2298,2355,2396,2397,2356
2299,2356,2397,2398,2357
2300,2357,2398,2399,2358
2301,2358,2399,2400,2359
2302,2359,2400,2401,2360
2303,2360,2401,2402,2361
2304,2361,2402,2403,2362
2305,2362,2403,2404,2363
2306,2363,2404,2405,2364
2307,2364,2405,2406,2365
2308,2365,2406,2407,2366
2309,2366,2407,2408,2367
2310,2367,2408,2409,2368
2311,2368,2409,2410,2369
2312,2369,2410,2411,2370
2313,2370,2411,2412,2371
2314,2371,2412,2413,2372
2315,2372,2413,2414,2373
2316,2373,2414,2415,2374
2317,2374,2415,2416,2375
2318,2375,2416,2417,2376
2319,2376,2417,2418,2377
2320,2378,2419,2420,2379
2321,2379,2420,2421,2380
2322,2380,2421,2422,2381
2323,2381,2422,2423,2382
2324,2382,2423,2424,2383
2325,2383,2424,2425,2384
2326,2384,2425,2426,2385
2327,2385,2426,2427,2386
2328,2386,2427,2428,2387
2329,2387,2428,2429,2388
2330,2388,2429,2430,2389
2331,2389,2430,2431,2390
2332,2390,2431,2432,2391
2333,2391,2432,2433,2392
2334,2392,2433,2434,2393
2335,2393,2434,2435,2394
2336,2394,2435,2436,2395
2337,2395,2436,2437,2396
2338,2396,2437,2438,2397
2339,2397,2438,2439,2398
2340,2398,2439,2440,2399
2341,2399,2440,2441,2400
2342,2400,2441,2442,2401
2343,2401,2442,2443,2402
2344,2402,2443,2444,2403
2345,2403,2444,2445,2404
2346,2404,2445,2446,2405
2347,2405,2446,2447,2406
2348,2406,2447,2448,2407
2349,2407,2448,2449,2408
2350,2408,2449,2450,2409
2351,2409,2450,2451,2410
2352,2410,2451,2452,2411
2353,2411,2452,2453,2412
2354,2412,2453,2454,2413
2355,2413,2454,2455,2414
2356,2414,2455,2456,2415
2357,2415,2456,2457,2416
2358,2416,2457,2458,2417
2359,2417,2458,2459,2418
2360,2419,2460,2461,2420
2361,2420,2461,2462,2421
2362,2421,2462,2463,2422
2363,2422,2463,2464,2423
2364,2423,2464,2465,2424
2365,2424,2465,2466,2425
2366,2425,2466,2467,2426
2367,2426,2467,2468,2427
2368,2427,2468,2469,2428
2369,2428,2469,2470,2429
2370,2429,2470,2471,2430
2371,2430,2471,2472,2431
2372,2431,2472,2473,2432
2373,2432,2473,2474,2433
2374,2433,2474,2475,2434
2375,2434,2475,2476,2435
2376,2435,2476,2477,2436
2377,2436,2477,2478,2437
2378,2437,2478,2479,2438
2379,2438,2479,2480,2439
2380,2439,2480,2481,2440
2381,2440,2481,2482,2441
2382,2441,2482,2483,2442
2383,2442,2483,2484,2443
2384,2443,2484,2485,2444
2385,2444,2485,2486,2445
2386,2445,2486,2487,2446
2387,2446,2487,2488,2447
2388,2447,2488,2489,2448
2389,2448,2489,2490,2449
2390,2449,2490,2491,2450
2391,2450,2491,2492,2451
2392,2451,2492,2493,2452
2393,2452,2493,2494,2453
2394,2453,2494,2495,2454
2395,2454,2495,2496,2455
2396,2455,2496,2497,2456
2397,2456,2497,2498,2457
2398,2457,2498,2499,2458
2399,2458,2499,2500,2459
